ActiveWindow,date,time
WpfApp1,20181014,184843
devenv,20181014,184854
devenv,20181014,184907
devenv,20181014,184914
devenv,20181014,184915
devenv,20181014,184916
devenv,20181014,184917
devenv,20181014,184918
